Trust Abbrev,Trust Name,Trust Website,Page URL,Event Title,Date,Time,Location,Description,Event URL,Scan Date
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,EarthLab Climate Action Park,2024-08-13,02:45,participate in the science projects and attend the first Saturday each month will receive a $50 gift card each month,"EarthLab Climate Action Park1110 Carolina Lane, Room 205, San DiegoFAMILY COMMUNITY SCIENCE PROGRAM —-Explore, Learn, and Create! Join our Climate Action Club and become a superhero for the community. Together, we 'll learn, design, create, act, and make a big difference for our environment. Students will design science projects work together to understand climate in Southeastern. Families that participate in the science projects and attend the first Saturday each month will receive a $50 gift card each month!After School Program - Starting August 13, 2024 Tuesday - Thursday 2:45 - 4:30 pm,  Meet in Room 205 Family Events - First Saturday of the Month 9:30 - 11:30 am,  Meet in Room 204Sign up Today - Click HEREFor more information email: groundworker@groundworksandiego.org",https://docs.google.com/forms/d/e/1FAIpQLScCNOtCSzdKsNYmuoW3JwOxCl_xg4N0m29FySWIK94cpCnedg/viewform,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/author/admin/,Thank you for helping make 2024 a success!,2024-09-15,,we accomplished  [,2024 Annual Newsletter Check out all that we accomplished  [...],https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
SC,Southcoast,https://groundworksouthcoast.org/,https://groundworksouthcoast.org/events/harvest-bash/,Sponsors,2024-09-15,,,Harvest Bash 2024 is made possible thanks to generous sponsorship.,,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Trash to Treasures Upcycling Workshop,2024-09-28,,our upcoming upcycling event where we will take some of the items we saved from our last trash pick up and try to give them a second life,Join the Waterfront Youth Ambassadors at our upcoming upcycling event where we will take some of the items we saved from our last trash pick up and try to give them a second life.RSVP Here: https://forms.gle/YiCJJkFAv6nwEYCJ8,https://www.groundworkbridgeport.org/events/2024/9/28/trash-to-treasures-upcycling-workshop,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Walking Club at ST. MARY'S BY THE SEA,2024-09-28,,ST,"Join our Volunteer Coordinator, Andrés, and community members from around the city as we walk through Seaside Park, enjoying the environment, together!NOTE: THIS EVENT WILL BE AT ST. MARY’S BY THE SEA. SEASIDE PARK WILL BE CLOSED FOR THE SOUNDSIDE EVENT",https://www.groundworkbridgeport.org/events/2024/9/21/walking-club-njscj,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Donation Day at Shake Shack New Haven,2024-10-02,,Shake Shack New Haven,"Join us for a Donation Day at Shake Shack New Haven tomorrow, Wednesday, October 2nd from 10:30 AM to 10 PM! 🍔🍟🥤🌳When you mention ""Donation Day"" at the register or use promo code ""DONATECHICKEN"" online or in-store, Shake Shack will donate 25% of your total meal purchase to Groundwork Bridgeport. Every purchase can support our work!See the event flyer HERE",https://www.groundworkbridgeport.org/events/2024/10/2/donation-day-at-shake-shack-new-haven,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Nature Nights - Free Film Series: Ice Age // Voice of the Glaciers,2024-10-03,,,"The Nature Nights Free Film Series continues with Ice Age, followed by Voice of the Glaciers, directed by Sindre Kolbjørnsgard. Voice of the Glaciers takes place in the summer of 2019, when four young adventurers embark on a dangerous scientific expedition into the Arctic, with the intent of documenting the true story of the effects of the changing climate. Through Eric’s scientific degree in glaciology, and Kris' crucial knowledge of navigating the local terrain, working as an Arctic guide, the team approach the endeavor with open minds, seeking evidence, to determine fact from hysteria, about the rate of glacial melting.",https://www.groundworkbridgeport.org/events/naturenights4,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Walking Club,2024-10-05,,,"Join our Volunteer Coordinator, Andrés, and community members from around the city as we walk through Seaside Park, enjoying the environment, together!",https://www.groundworkbridgeport.org/events/2024/9/21/walking-club-mn6x3,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,EarthLab EVENT,2024-10-05,,"1110 Carolina Lane, San DiegoCome help us start our FARM","EarthLab Climate Action Park1110 Carolina Lane, San DiegoCome help us start our FARM!  Today’s work is to clear an area in EarthLab so we can start our farming activity.  The EARTHLAB FARM will be a new STEM educational program for the SDUSD area students and community. Sign up today and help us get this FARM started!To sign up call or email: (619)  543-0430 groundworker@groundworksandiego.org",https://groundworksandiego.org/events/event-two-2d36g-wbsbs-hyl4j-b2bg7-wlj4d-c5cw7,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Nature Nights - Free Film Series: Little Mermaid (2023) // Oyster Heaven,2024-10-10,,,"The Nature Nights Free Film Series continues with the live-action The Little Mermaid (2023), followed by Oyster Heaven, directed by Stephen Hamm. Oyster Heaven tells the story of oystering along the southern New England coast: from the native Americans and early European settlers to the boom times of the late 19th century and the collapse of the early 20th century, to today's rebound - and the people who are making it happen.",https://www.groundworkbridgeport.org/events/naturenights5,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Walking Club,2024-10-12,,,"Join Groundwork Bridgeport and community members from around the city as we walk through Seaside Park, enjoying the environment, together!",https://www.groundworkbridgeport.org/events/2024/9/21/walking-club-mn6x3-ycm9x,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Nature Nights - Free Film Series: Migration // The Last Resort,2024-10-17,,,"The Nature Nights Free Film Series continues with Migration, followed by The Last Resort, directed by Mike Fleischner - Check out the trailer!",https://www.groundworkbridgeport.org/events/naturenights6,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Fall FEASTival at the Sliver by the River,2024-10-19,,the Sliver by the River,"Mark your calendars for the Fall FEASTival on October 19th from 12-6 PM at 5 Stratford Ave, Silver by the River! Celebrate the harvest season with family-friendly fun, including free games, performances, activities, vendors, and more! Don’t miss out on this festive day of autumn excitement! Check out the event flyer HERE — See you there!",https://www.groundworkbridgeport.org/events/fallfeastival,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Nature Nights - Free Film Series: Princess and the Frog // To The Surface,2024-10-24,,is increasingly and unapologetically dependent upon overseas processing vs,"The Nature Nights Free Film Series continues with Princess and the Frog, followed by To the Surface, directed by Gnarly Bay. To The Surface explores the impact of COVID-19 on the Rhode Island fishing industry, and also shines a light on a system that is increasingly and unapologetically dependent upon overseas processing vs. creating an ecosystem of local suppliers.",https://www.groundworkbridgeport.org/events/naturenights7,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Student Showcase Event,2024-10-24,,"1110 Carolina Lane
San Diego, CA","EarthLab, 1110 Carolina Lane, San DiegoShowcase event where SDUSD Lincoln Cluster Students share with parents and community members their projects.",https://groundworksandiego.org/events/student-event,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Big Arctic Community Garden Clean-Up - Arctic St.,2024-10-25,,,"Help us support one of Bridgeport's community gardens with a clean up before the season ends. We will likely be doing a trash pick up, invasive species removal, and some landscaping.",https://www.groundworkbridgeport.org/events/2024/10/25/big-arctic-community-garden-clean-up-arctic-st,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Nature Nights - Free Film Series: Nightmare Before Christmas // Hocus Pocus,2024-10-31,,,The Nature Nights Free Film Series continues for a Halloween-themed double feature of The Nightmare Before Christmas and Hocus Pocus!,https://www.groundworkbridgeport.org/events/naturenights8,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Yellow Mill Community Meeting,2024-11-09,,Crescent Crossings (160 Church Street) where you can share ideas to improve areas along the Yellow Mill River in the East Side neighborhood,Join us for our Yellow Mill Community Meeting at Crescent Crossings (160 Church Street) where you can share ideas to improve areas along the Yellow Mill River in the East Side neighborhood. Interact with our Yellow Mill Youth Ambassadors as they lead you in a series of engagement activities and take a survey to gather community input. Can’t wait to see you there!,https://www.groundworkbridgeport.org/events/2024/11/9/yellow-mill-community-meeting,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Walking Club at St. Mary's by the Sea,2024-11-09,,St,"Join our Volunteer Coordinator, Andrés, and community members from around the city as we walk and enjoy the environment, together!NOTE: THIS WALK WILL BE AT ST. MARY’S BY THE SEA.",https://www.groundworkbridgeport.org/events/2024/9/21/walking-club-njscj-fcw7g,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Black Rock Community Day,2024-11-16,,,"The Black Rock NRZ (BR NRZ), Black Rock Community Council (BRCC) and Business Owners of Black Rock (BOBR) are partnering to stage an event to honor volunteerism, recruit volunteers, and raise awareness for key groups supporting and improving the Black Rock community. Stop by our table and say hi!View the event flyer here",https://www.groundworkbridgeport.org/events/2024/11/16/blackrockcommunityday,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Fall Youth Service-Learning Program Showcase,2024-11-22,,,Come celebrate the end of the placemaking programs as the youth present the projects they’ve been working on this season!,https://www.groundworkbridgeport.org/events/2024/11/22/fall-youth-service-learning-program-showcase,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Webster Tree Planting Block Party,2024-11-23,,the Webster Tree Planting Block Party,Chollas Creek Communities Members - Come join your neighbors at the Webster Tree Planting Block Party.  Volunteers will be planting trees at several homes. Thank you San Diego Canyonlands and Tree San Diego for supporting our project to improve the tree canopy in the watershed.  Want to plant Trees? Register Now,https://groundworksandiego.org/events/https/groundworksandiegous9list-managecom/track/clicku0434877c7ee1700a2c141b8e7id48e7bfc144ebc4faf46ea,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,GivingTuesday,2024-12-03,,,"GivingTuesday is coming up after Thanksgiving! GivingTuesday is a movement started in 2012 to “transform the world through radical generosity.” It’s never too early to start giving, but don’t miss this opportunity to support our work. Find out how by visiting our donate page!",https://www.groundworkbridgeport.org/events/2024/11/13/givingtuesday,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Walking Club: Hike the Pequonnock River Trail,2024-12-07,,rail-trail portion of the Pequonnock River Trail,"Join our Walking Club on a hike every first Saturday of each month! Led by volunteers Chuck and Chris (see more below), we will do easier hikes to come together and enjoy CT’s natural scenery. On December 7, we will be hiking a flat rail-trail portion of the Pequonnock River Trail. View the parking location HERE. Note: The trail is popular and gets busy on the weekends, so parking may be limited. We encourage you to arrive 15 minutes early. If there are no parking spots available, park in the large lot across the street (near the Starbucks on White Plains Road) and walk over to the meeting area.Use this form to sign the waiver for the 12/7 hike. Sign up for future updates HERE.



Chuck Winchell grew up in the Mill Hill area of Bridgeport in the 60’s. He has been involved with Groundwork Bridgeport since its inception in 1998, having served as a Board member and Chair. Chuck retired from the United Illuminating Company and enjoyed a second career with the State of Connecticut’s Department of Energy and Environmental Protection. In 1981 he hiked 1,000 miles of the Appalachian Trail and has been chipping away at the remaining 1,100 ever since. Besides hiking, Chuck’s other interests include swimming, biking, and weekly pinochle games.Chris Allen, a retired Agriscience teacher from Trumbull High School, specialized in the plant science portion of the program. He holds a degree in plant science from Penn State and has expertise in greenhouse production, hydroponics, and plant tissue culture. An avid hiker, Chris has explored nearly all local hiking trails, the Connecticut Appalachian Trail, and several peaks in New Hampshire's White Mountains.",https://www.groundworkbridgeport.org/events/2024/12/7/walking-club-hike-the-pequonnock-river-trail,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/about/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/staff/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/board/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/programs/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/adult-job-training/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/groundcorp-landscape/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/green-team-youth/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/green-space-projects/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/harvest-cycle-compost/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/tree-planting/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/get-involved/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news/,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/groundcorp-landscape,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/about,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
RI,Rhode Island,https://groundworkri.org/,https://groundworkri.org/latest-news,Thank you for helping make 2024 a success!,2024-12-10,20:26,,"Amelia Rose2024-12-20T20:26:26-05:00December 10th, 2024|",https://groundworkri.org/thank-you-for-helping-make-2024-a-success/,2025-09-15 06:21:25
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,First Day Hike - Riverwalk Atlanta,2025-01-01,10:00,,"Start the New Year with a ""First Day"" Hike of Riverwalk Atlanta.",https://www.groundworkatlanta.org/events/2023/12/29/first-day-hike-riverwalk-atlanta,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,EarthLab Day in the Garden,2025-01-01,,"1110 Carolina Lane, San DiegoChollas Creek Community Families","EarthLab Climate Action Park1110 Carolina Lane, San DiegoChollas Creek Community Families - Come and spend some quality time in nature! EarthLab is open to wander through the 4-acre park, stroll through the pollinator garden, sit under mother oak or ""dig in"" with docent volunteers and learn more about waterwise plants. To sign up, call, text, or email: (619) 818-0275 groundworker@groundworksandiego.org",https://groundworksandiego.org/events/event-two-2d36g,2025-09-15 06:21:25
SC,Southcoast,https://groundworksouthcoast.org/,https://groundworksouthcoast.org/what-we-do/,Coming Soon:,2025-01-02,,,1. Small yard landscaping and 2. Building a raised bed in your yard for you,,2025-09-15 06:21:25
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2025-01-06,09:00,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-jtaph-lcgm3,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Event Four,2025-01-06,,,Sharing information on Animals and how the environment/humans are impacting their lives,https://groundworksandiego.org/events/earthlab-family-fun-day,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Event Three,2025-01-06,,,EarthLab-Day in Garden,https://groundworksandiego.org/events/earthlab-day-in-garden,2025-09-15 06:21:25
DCO,Denver,https://groundworkcolorado.org/,https://groundworkcolorado.org/events/,Bear Creek BioBlitz,2025-01-07,,"Bear Creek Park (southwest metro), where we'll teach you how to use the iNaturalist","9:00 am	
 - 

			11:00 am		



		Bear Creek BioBlitz	





September 7 @ 9:00 am - 11:00 am 



		Bear Creek BioBlitz	


If wandering around in nature sounds like a good time to you, then this is a volunteer project you won't want to miss!   Join Groundwork Denver and Denver Parks and Recreation for a BioBlitz at Bear Creek Park (southwest metro), where we'll teach you how to use the iNaturalist.org citizen science app on your…",https://groundworkcolorado.org/event/bear-creek-bioblitz/,2025-09-15 06:21:25
DCO,Denver,https://groundworkcolorado.org/,https://groundworkcolorado.org/events/,BioBlitz ID Party,2025-01-10,,"our 9/7 BioBlitz, and verify the species identifications in the iNaturalist mobile app with expert guidance from Denver Parks and Recreation's land stewards","10:00 am	
 - 

			12:00 pm		



		BioBlitz ID Party	





September 10 @ 10:00 am - 12:00 pm 



		BioBlitz ID Party	


Want to learn from the pros about the flora and fauna in Denver? Join us for our BioBlitz ID Party, where we'll go through the photos volunteers captured at our 9/7 BioBlitz, and verify the species identifications in the iNaturalist mobile app with expert guidance from Denver Parks and Recreation's land stewards.  You do not…",https://groundworkcolorado.org/event/bioblitz-id-party/,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Walking Club: Hike,2025-01-11,09:00,Sleeping Giant State Park in Hamden to come together and enjoy CT’s natural scenery,"Join our Walking Club on an easy-to-moderate hike at Sleeping Giant State Park in Hamden to come together and enjoy CT’s natural scenery. This month’s hike will be on January 11, led by volunteers Chuck and Chris (see more below).Sign up for this hike by filling out this form, and sign up for future Walking Club updates HERE!



Chuck Winchell grew up in the Mill Hill area of Bridgeport in the 60’s. He has been involved with Groundwork Bridgeport since its inception in 1998, having served as a Board member and Chair. Chuck retired from the United Illuminating Company and enjoyed a second career with the State of Connecticut’s Department of Energy and Environmental Protection. In 1981 he hiked 1,000 miles of the Appalachian Trail and has been chipping away at the remaining 1,100 ever since. Besides hiking, Chuck’s other interests include swimming, biking, and weekly pinochle games.Chris Allen, a retired Agriscience teacher from Trumbull High School, specialized in the plant science portion of the program. He holds a degree in plant science from Penn State and has expertise in greenhouse production, hydroponics, and plant tissue culture. An avid hiker, Chris has explored nearly all local hiking trails, the Connecticut Appalachian Trail, and several peaks in New Hampshire's White Mountains.",https://www.groundworkbridgeport.org/events/2025/01/11/walking-club-hike,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Book Club: Nexus by Yuval Noah Harari,2025-01-12,12:30,,"Join our book club! On the second Sunday of each month, we meet to discuss a different book. We will be reading Nexus by Yuval Noah Harari for our meeting on January 12th.Use this form to RSVP!",https://www.groundworkbridgeport.org/events/2025/1/12/bookclub,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Martin Luther King Day Parade,2025-01-20,,,,https://groundworksandiego.org/events/martin-luther-king-day-parade,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/press,KPBS - Southcrest awaits stormwater upgrades as Jan. 22 flood victims struggle to recover,2025-01-22,,,"January 21, 2025 - KPBS reports on how residents are still struggling to recover from last year’s flood. Leslie Reynolds, Executive Director, shares how nature-based Blue Green Infrastructure can build a more resilient neighborhood.",,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/press,"San Diego Union Tribune - San Diego’s vision for preventing floods? More trees, floodable parks and ‘cloudburst roads’",2025-01-25,,these Blue Green infrastructure ideas can be used throughout the city and region,"January 25, 2025 - SD Union-Tribune writes about Groundwork’s Chollas Blue Green Vision and how this Vision incorporates natural landscapes and green spaces to absorb, filter, and manage water.  Vicki Estrada, Groundwork’s Board President, adds that these Blue Green infrastructure ideas can be used ...",,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,15th Annual Martin Luther King Jr.            Community Celebration and March,2025-01-25,,this Family Fun event to celebrate Martin Luther King Jr,"Join the celebration at this Family Fun event to celebrate Martin Luther King Jr.  Community March, Speakers and Performers, Live entertainment, Arts & Crafts, Food zone, Youth Basketball Showcase, and More!",https://groundworksandiego.org/events/event-two-2d36g-wbsbs-3n9px-fc8t9,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Walking Club: Walk at Seaside Park,2025-02-01,09:00,Seaside Park,"Join our Walking Club on walk at Seaside Park led by volunteer Chris (see more below).RSVP using this form. Use this form to sign up for future Walking Club updates!



Chuck Winchell grew up in the Mill Hill area of Bridgeport in the 60’s. He has been involved with Groundwork Bridgeport since its inception in 1998, having served as a Board member and Chair. Chuck retired from the United Illuminating Company and enjoyed a second career with the State of Connecticut’s Department of Energy and Environmental Protection. In 1981 he hiked 1,000 miles of the Appalachian Trail and has been chipping away at the remaining 1,100 ever since. Besides hiking, Chuck’s other interests include swimming, biking, and weekly pinochle games.Chris Allen, a retired Agriscience teacher from Trumbull High School, specialized in the plant science portion of the program. He holds a degree in plant science from Penn State and has expertise in greenhouse production, hydroponics, and plant tissue culture. An avid hiker, Chris has explored nearly all local hiking trails, the Connecticut Appalachian Trail, and several peaks in New Hampshire's White Mountains.",https://www.groundworkbridgeport.org/events/2025/02/01/walking-club-walk-seaside-park,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,EarthLab Day in the Garden,2025-02-01,,"EarthLab - wander through the 4-acre park, stroll through the pollinator garden, sit under mother oak, or ""dig in"" with docent volunteers and learn more about waterwise plants","EarthLab Climate Action Park1110 Carolina Lane, San DiegoReady for some nature therapy!. Spend some quality time in nature at EarthLab - wander through the 4-acre park, stroll through the pollinator garden, sit under mother oak, or ""dig in"" with docent volunteers and learn more about waterwise plants. To sign up, call or email: (619)  543-0430 groundworker@groundworksandiego.org",https://groundworksandiego.org/events/event-two-2d36g-wbsbs-hyl4j-b2bg7-wlj4d,2025-09-15 06:21:25
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,RiverWalk Atlanta Work Day,2025-02-03,09:00,,Join us on the first Saturday of each month to join the work party in cleaning up and removing invasive species along the Chattahoochee River!,https://www.groundworkatlanta.org/events/2019/9/chattahoochee-river-work-day-rx9pn-9d6sz-lpm5k-fr6xx-3hfxf-pdbnk-k2en8-dn9np-j93js-7ganl-dh5r8-r6a2j-aanlj-d2h62-9dngs-jtaph-lcgm3-gmcwl,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,EarthLab-Day in Garden,2025-02-03,,,,https://groundworksandiego.org/events/earthlab-day-in-garden-ryyr2,2025-09-15 06:21:25
BPRT,Bridgeport,https://www.groundworkbridgeport.org/,https://www.groundworkbridgeport.org/events,Book Club: Yellowface by R.F. Kuang,2025-02-09,12:30,,"Join our book club! On the second Sunday of each month, we meet to discuss a different book. We will be reading Yellowface by R.F. Kuang for our meeting on February 9th.",https://www.groundworkbridgeport.org/events/2025/2/9/bookclub,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Southeastern San Diego Community Planning Group,2025-02-12,,,,https://groundworksandiego.org/events/southeastern-san-diego-community-planning-group,2025-09-15 06:21:25
SD,San Diego,https://groundworksandiego.org/,https://groundworksandiego.org/events,Eastern Area Communities Planning Committee,2025-02-13,,,,https://groundworksandiego.org/events/eastern-area-communities-planning-committee,2025-09-15 06:21:25
ERI,Erie,https://www.groundworkerie.org/,https://www.groundworkerie.org/book-club,"Life Below Ground: Entangled, Vibrant, and Thriving",2025-02-15,,"ensconced on my sofa sipping tea, the soft winter light filtering through falling snow and the bay window behind me to illuminate the pages of Merlin Sheldrake’s brilliant book Entangled Life: How Fungi Make Our Worlds, Change Our Minds, & Shape Our Futures (2020)","In early February of 2025, I sat ensconced on my sofa sipping tea, the soft winter light filtering through falling snow and the bay window behind me to illuminate the pages of Merlin Sheldrake’s brilliant book Entangled Life: How Fungi Make Our Worlds, Change Our Minds, & Shape Our Futures (2020). P...",https://www.groundworkerie.org/book-club/wrj3m2jy6y0nnk0q1rhws9gmtstawm,2025-09-15 06:21:25
ATL,Atlanta,https://www.groundworkatlanta.org/,https://www.groundworkatlanta.org/events,Chattahoochee Brick Educational Lecture Series,2025-02-17,13:00,will contribute to the site’s redevelopment and interpretation,"The Chattahoochee Brick Company Memorial, Greenspace, and Park education series is a proposed plan for educating Atlantans about the history of the Chattahoochee Brick Company site—pre- and post-development. The framework identifies recommended themes and topics for discussion in a monthly lecture format. The education series is designed to inform residents about the site’s broad and complex history as well as to engage them in a process that will contribute to the site’s redevelopment and interpretation.",https://www.groundworkatlanta.org/events/2024/2/17/chattahoochee-brick-educational-lecture-series,2025-09-15 06:21:25
